OrderID,Year,State,Category,ProductName,Brand,PaymentMethod,OrderStatus,Quantity,TotalAmount,Tax,ShippingCost
2962,2023,WA,Electronics,Dress Shirt,NextPro,Debit Card,Delivered,42,13040.11,29.12,100.78
2963,2021,IN,Clothing,LED Desk Lamp,KiddoFun,Credit Card,Delivered,66,11764.7,28.63,175.67
2964,2021,NC,Electronics,Mechanical Keyboard,NextPro,Credit Card,Delivered,44,12278.64,23.59,80.2
2965,2021,OH,Books,LED Desk Lamp,NextPro,UPI,Delivered,49,20457.98,27.49,192.23
2966,2023,IN,Toys & Games,Memory Card 128GB,Fizzle,Net Banking,Delivered,62,19346.76,16.41,102.36
2967,2020,IN,Clothing,Smartwatch,BrightMax,Debit Card,Delivered,47,21396.25,24.74,114.94
2968,2024,CO,Books,Gaming Mouse,Apex,Net Banking,Delivered,52,15322.12,12.07,103.58
2969,2022,TX,Clothing,Electric Kettle,CoreTech,Amazon Pay,Shipped,34,18277.43,33.35,156.17
2970,2023,IL,Electronics,Gaming Mouse,KiddoFun,UPI,Delivered,35,16514.74,14.09,156.77
2971,2023,NC,Clothing,Jeans,ReadMore,Amazon Pay,Delivered,41,11344.53,17.64,91.54
2972,2024,WA,Sports & Outdoors,LED Desk Lamp,BrightMax,Cash on Delivery,Shipped,49,9519.77,25.56,121.47
2973,2023,CA,Clothing,Mechanical Keyboard,UrbanStyle,Amazon Pay,Cancelled,30,18893.98,19.06,166.79
2974,2020,CA,Sports & Outdoors,LED Desk Lamp,ReadMore,Credit Card,Delivered,61,18105.43,28.45,138.03
2975,2024,OH,Toys & Games,Water Bottle,KiddoFun,Debit Card,Delivered,66,15764.67,18.71,143.11
2976,2022,IN,Toys & Games,Water Bottle,UrbanStyle,UPI,Delivered,55,14794.24,28.36,169.64
2977,2024,TX,Toys & Games,Jeans,KiddoFun,Net Banking,Shipped,56,11898.61,28.38,152.39
2978,2024,WA,Home & Kitchen,Kids Toy Car,KiddoFun,Credit Card,Delivered,64,16356.22,31.41,173.07
2979,2023,CA,Home & Kitchen,Water Bottle,Apex,UPI,Delivered,31,10947.65,31.13,123.69
2980,2023,NC,Electronics,LED Desk Lamp,BrightMax,Credit Card,Delivered,34,13775.41,14.08,145.77
2981,2023,TX,Electronics,Kids Toy Car,Apex,Amazon Pay,Returned,32,11680.92,24.21,138.94
2982,2020,TX,Clothing,LED Desk Lamp,Zenith,Net Banking,Delivered,69,19677.57,16.5,177.9
2983,2024,PA,Sports & Outdoors,Jeans,CoreTech,Debit Card,Shipped,40,17590.76,20.02,123.88
2984,2023,WA,Clothing,Electric Kettle,HomeEase,Net Banking,Delivered,68,11883.17,13.32,188.72
2985,2024,OH,Electronics,Water Bottle,Fizzle,Amazon Pay,Delivered,59,14206.95,10.18,195.0
2986,2020,IL,Toys & Games,Water Bottle,Fizzle,Net Banking,Delivered,36,12505.63,24.52,188.0
2987,2021,IL,Sports & Outdoors,Water Bottle,KiddoFun,Amazon Pay,Returned,63,13187.38,32.64,80.74
2988,2022,IN,Books,Memory Card 128GB,CoreTech,Net Banking,Cancelled,43,9277.44,32.93,157.91
2989,2024,IN,Sports & Outdoors,LED Desk Lamp,Fizzle,UPI,Delivered,45,13245.87,15.66,121.41
2990,2023,WA,Electronics,Dress Shirt,HomeEase,Credit Card,Delivered,35,10255.31,17.54,166.59
2991,2021,IL,Clothing,Smartwatch,BrightMax,Cash on Delivery,Delivered,46,21675.13,15.21,161.11
2992,2024,NC,Books,Memory Card 128GB,ReadMore,Net Banking,Delivered,52,10320.57,16.39,180.76
2993,2022,CA,Sports & Outdoors,Gaming Mouse,CoreTech,Amazon Pay,Delivered,37,12965.42,31.12,108.27
2994,2020,TX,Electronics,Gaming Mouse,Fizzle,Cash on Delivery,Delivered,51,11055.66,28.05,176.53
2995,2022,IN,Books,Kids Toy Car,Apex,Amazon Pay,Returned,49,9297.08,26.32,90.68
2996,2023,NC,Sports & Outdoors,LED Desk Lamp,Fizzle,Credit Card,Delivered,51,19532.76,25.08,135.95
2997,2022,IL,Home & Kitchen,Mechanical Keyboard,Zenith,Net Banking,Delivered,43,11602.03,9.74,135.94
2998,2020,PA,Clothing,Dress Shirt,Zenith,Credit Card,Shipped,52,19943.63,11.52,93.72
2999,2024,IL,Electronics,Electric Kettle,ReadMore,UPI,Shipped,60,11653.4,28.79,114.71
3000,2024,NC,Clothing,Dress Shirt,HomeEase,UPI,Delivered,67,19662.88,23.82,126.51
3001,2021,NC,Home & Kitchen,Water Bottle,BrightMax,Amazon Pay,Shipped,31,20350.85,11.69,142.61
3002,2020,IL,Sports & Outdoors,Memory Card 128GB,HomeEase,Amazon Pay,Shipped,38,19616.64,29.76,162.05
3003,2022,IL,Books,Jeans,Apex,Credit Card,Shipped,59,16772.55,21.27,122.04
3004,2022,TX,Clothing,Jeans,BrightMax,Debit Card,Delivered,41,11048.43,27.76,112.64
3005,2020,OH,Books,Jeans,Fizzle,Cash on Delivery,Delivered,30,16677.17,8.68,161.74
3006,2021,CA,Clothing,Memory Card 128GB,ReadMore,Debit Card,Pending,56,14048.74,19.77,185.71
3007,2024,PA,Electronics,Dress Shirt,BrightMax,Debit Card,Delivered,39,11520.73,14.09,181.16
3008,2020,IL,Home & Kitchen,Water Bottle,HomeEase,UPI,Delivered,52,10965.68,33.87,121.74
3009,2020,NC,Electronics,Memory Card 128GB,HomeEase,Amazon Pay,Delivered,49,14317.38,23.02,173.7
3010,2022,OH,Books,Dress Shirt,Fizzle,Cash on Delivery,Delivered,67,20614.9,20.67,175.48
3011,2022,PA,Books,Dress Shirt,NextPro,Amazon Pay,Shipped,70,11629.79,34.44,123.04
3012,2022,CA,Clothing,Kids Toy Car,HomeEase,UPI,Delivered,65,14535.6,12.3,131.28
3013,2023,IN,Clothing,Jeans,CoreTech,Debit Card,Delivered,32,19922.19,12.27,177.91
3014,2023,PA,Electronics,LED Desk Lamp,BrightMax,Amazon Pay,Cancelled,35,13649.88,26.11,163.6
3015,2020,IN,Books,Jeans,UrbanStyle,Debit Card,Cancelled,46,13689.57,33.89,183.92
3016,2022,TX,Toys & Games,Smartwatch,NextPro,Cash on Delivery,Shipped,32,15973.27,21.68,83.05
3017,2023,TX,Books,LED Desk Lamp,ReadMore,UPI,Delivered,40,14954.95,33.05,152.91
3018,2020,CO,Clothing,Electric Kettle,ReadMore,Debit Card,Delivered,34,15707.12,31.87,199.65
3019,2023,CA,Toys & Games,Memory Card 128GB,Fizzle,Cash on Delivery,Delivered,65,8821.3,11.64,199.34
3020,2021,IL,Home & Kitchen,Dress Shirt,CoreTech,Credit Card,Returned,47,18063.1,19.9,123.85
3021,2024,TX,Home & Kitchen,Electric Kettle,Fizzle,Debit Card,Delivered,52,12132.31,29.48,136.95
3022,2020,WA,Home & Kitchen,Smartwatch,BrightMax,Credit Card,Delivered,43,12198.79,23.95,137.8
3023,2022,CA,Sports & Outdoors,Mechanical Keyboard,HomeEase,Cash on Delivery,Shipped,52,12386.7,31.89,165.79
3024,2021,IL,Toys & Games,Smartwatch,ReadMore,Debit Card,Delivered,62,10307.12,11.08,91.75
3025,2022,PA,Toys & Games,LED Desk Lamp,UrbanStyle,Credit Card,Delivered,48,18807.63,25.58,120.12
3026,2022,IN,Books,Kids Toy Car,ReadMore,UPI,Delivered,65,12402.46,16.23,122.68
3027,2021,NC,Electronics,Memory Card 128GB,BrightMax,Debit Card,Delivered,35,8871.0,27.72,129.31
3028,2020,NC,Toys & Games,Mechanical Keyboard,Fizzle,Credit Card,Delivered,38,14902.16,31.89,175.41
3029,2024,OH,Clothing,LED Desk Lamp,Apex,UPI,Delivered,39,16953.28,25.62,179.56
3030,2024,TX,Clothing,Memory Card 128GB,KiddoFun,Debit Card,Returned,32,13424.33,26.86,125.24
3031,2023,CA,Home & Kitchen,LED Desk Lamp,CoreTech,Amazon Pay,Delivered,46,17591.59,23.59,184.16
3032,2024,IN,Clothing,Memory Card 128GB,Zenith,Amazon Pay,Delivered,63,11948.9,21.23,192.59
3033,2021,CO,Toys & Games,Memory Card 128GB,ReadMore,Cash on Delivery,Delivered,57,21711.05,16.02,176.3
3034,2022,PA,Electronics,Memory Card 128GB,CoreTech,Amazon Pay,Returned,64,20074.16,15.62,160.43
3035,2024,NC,Toys & Games,Gaming Mouse,BrightMax,Cash on Delivery,Delivered,36,10354.23,18.33,132.45
3036,2022,PA,Toys & Games,LED Desk Lamp,HomeEase,Net Banking,Delivered,57,9305.96,22.83,85.82
3037,2022,CO,Home & Kitchen,LED Desk Lamp,Fizzle,Cash on Delivery,Returned,43,13159.92,32.15,111.05
3038,2021,IL,Toys & Games,Gaming Mouse,KiddoFun,UPI,Delivered,55,18779.82,24.55,86.68
3039,2022,CA,Books,LED Desk Lamp,CoreTech,Cash on Delivery,Delivered,66,18490.63,29.48,181.05
3040,2022,TX,Home & Kitchen,Memory Card 128GB,Fizzle,UPI,Delivered,65,18068.78,23.76,175.89
3041,2023,TX,Books,LED Desk Lamp,Fizzle,Credit Card,Delivered,58,13441.8,14.4,110.8
3042,2022,IL,Clothing,LED Desk Lamp,KiddoFun,Amazon Pay,Delivered,41,11118.18,34.41,136.27
3043,2020,PA,Electronics,Memory Card 128GB,CoreTech,Debit Card,Delivered,40,16369.73,20.98,141.73
3044,2021,TX,Electronics,Jeans,UrbanStyle,Net Banking,Delivered,39,14100.14,30.79,165.5
3045,2020,CO,Toys & Games,Gaming Mouse,KiddoFun,Credit Card,Shipped,61,21463.36,12.7,105.06
3046,2022,CO,Electronics,Dress Shirt,UrbanStyle,UPI,Delivered,59,17363.26,9.33,196.59
3047,2022,IN,Sports & Outdoors,Gaming Mouse,NextPro,Credit Card,Pending,70,20494.44,28.2,173.32
3048,2024,OH,Toys & Games,Smartwatch,NextPro,Amazon Pay,Delivered,51,18726.29,10.42,133.92
3049,2023,CO,Sports & Outdoors,LED Desk Lamp,Fizzle,Credit Card,Delivered,44,12648.78,30.8,102.19
3050,2020,WA,Sports & Outdoors,Mechanical Keyboard,Zenith,Amazon Pay,Delivered,62,21326.02,24.85,167.65
3051,2020,CA,Electronics,Dress Shirt,KiddoFun,UPI,Pending,42,11986.62,25.86,152.18
3052,2022,PA,Home & Kitchen,LED Desk Lamp,ReadMore,Amazon Pay,Pending,39,14521.47,21.45,131.07
3053,2021,WA,Home & Kitchen,Water Bottle,BrightMax,UPI,Delivered,47,13308.08,20.18,150.24
3054,2023,WA,Sports & Outdoors,Mechanical Keyboard,Fizzle,Cash on Delivery,Delivered,37,20192.63,16.92,179.69
3055,2022,PA,Electronics,Memory Card 128GB,Apex,Credit Card,Delivered,56,9142.83,9.24,179.98
3056,2020,NC,Home & Kitchen,Gaming Mouse,HomeEase,Debit Card,Shipped,53,9784.46,30.25,186.13
3057,2020,IN,Toys & Games,Mechanical Keyboard,HomeEase,UPI,Shipped,34,16959.08,22.67,164.87
3058,2022,CO,Books,Memory Card 128GB,Zenith,Debit Card,Shipped,52,8869.9,18.81,101.32
3059,2020,TX,Toys & Games,Smartwatch,Zenith,Credit Card,Shipped,32,14812.64,17.31,178.04
3060,2020,TX,Toys & Games,Kids Toy Car,NextPro,UPI,Delivered,68,17768.34,31.46,84.97
3061,2022,CO,Sports & Outdoors,Gaming Mouse,ReadMore,Net Banking,Delivered,53,9132.53,23.65,130.23
3062,2022,CO,Electronics,Memory Card 128GB,HomeEase,Cash on Delivery,Delivered,32,18214.32,19.46,138.34
3063,2021,CO,Electronics,Gaming Mouse,BrightMax,Debit Card,Delivered,51,11379.65,23.01,104.73
3064,2021,WA,Electronics,Electric Kettle,UrbanStyle,Credit Card,Delivered,64,11837.25,17.45,178.35
3065,2021,WA,Books,Smartwatch,Fizzle,Credit Card,Delivered,34,13384.04,25.82,118.28
3066,2022,CO,Books,LED Desk Lamp,KiddoFun,Amazon Pay,Delivered,69,13228.68,19.46,81.97
3067,2020,PA,Sports & Outdoors,LED Desk Lamp,Fizzle,Debit Card,Delivered,54,18899.42,9.85,177.32
3068,2020,PA,Electronics,Electric Kettle,BrightMax,UPI,Shipped,45,16711.45,33.58,81.62
3069,2023,NC,Home & Kitchen,Water Bottle,ReadMore,Net Banking,Shipped,64,19940.93,25.77,138.35
3070,2024,CA,Books,Memory Card 128GB,NextPro,UPI,Delivered,60,19409.52,32.86,171.26
3071,2021,NC,Electronics,Dress Shirt,UrbanStyle,Credit Card,Shipped,46,10415.61,23.64,127.8
3072,2022,NC,Clothing,Electric Kettle,Fizzle,Credit Card,Delivered,57,21238.23,11.1,113.51
3073,2023,PA,Books,Water Bottle,Apex,UPI,Delivered,40,9662.11,24.38,172.22
3074,2024,IN,Sports & Outdoors,Memory Card 128GB,BrightMax,Credit Card,Shipped,48,9786.94,23.79,80.86
3075,2020,TX,Toys & Games,LED Desk Lamp,BrightMax,Net Banking,Delivered,63,19521.97,20.93,99.93
3076,2021,TX,Electronics,Memory Card 128GB,UrbanStyle,Credit Card,Delivered,45,12515.76,24.65,133.57
3077,2022,CO,Home & Kitchen,Gaming Mouse,ReadMore,Credit Card,Cancelled,68,20352.9,28.18,86.86
3078,2020,IN,Electronics,Gaming Mouse,ReadMore,Amazon Pay,Delivered,69,14684.48,15.44,92.43
3079,2023,IL,Books,Mechanical Keyboard,KiddoFun,Credit Card,Shipped,55,12868.36,20.66,178.82
3080,2020,PA,Sports & Outdoors,LED Desk Lamp,NextPro,Amazon Pay,Pending,38,15943.32,23.67,140.71
3081,2022,NC,Sports & Outdoors,LED Desk Lamp,Fizzle,UPI,Pending,38,10956.83,8.98,158.28
3082,2023,NC,Sports & Outdoors,Dress Shirt,CoreTech,Amazon Pay,Delivered,40,10796.96,8.75,187.05
3083,2024,CA,Electronics,Gaming Mouse,Fizzle,Credit Card,Delivered,61,16558.85,19.41,132.82
3084,2020,IL,Sports & Outdoors,Memory Card 128GB,ReadMore,Debit Card,Delivered,60,13679.82,18.18,185.47
3085,2023,OH,Electronics,Smartwatch,BrightMax,Credit Card,Delivered,63,19300.77,13.03,173.73
3086,2021,NC,Books,Memory Card 128GB,BrightMax,Amazon Pay,Delivered,67,8950.37,19.67,188.32
3087,2020,OH,Sports & Outdoors,Smartwatch,Fizzle,Debit Card,Delivered,68,15737.28,31.61,197.74
3088,2024,IL,Electronics,Mechanical Keyboard,HomeEase,Debit Card,Shipped,45,18806.99,10.65,99.03
3089,2023,PA,Toys & Games,LED Desk Lamp,UrbanStyle,Amazon Pay,Delivered,68,13443.96,10.13,144.78
3090,2024,CO,Toys & Games,Jeans,Apex,Debit Card,Cancelled,63,12876.78,16.79,111.32
3091,2023,CA,Toys & Games,Electric Kettle,Fizzle,Debit Card,Delivered,54,15129.53,12.08,192.93
3092,2021,IN,Electronics,LED Desk Lamp,BrightMax,Net Banking,Delivered,68,12867.43,14.53,143.17
3093,2024,CO,Books,Dress Shirt,Zenith,Cash on Delivery,Delivered,46,10655.05,18.24,199.05
3094,2022,NC,Toys & Games,LED Desk Lamp,Apex,Credit Card,Delivered,53,14132.24,16.18,171.99
3095,2022,IL,Sports & Outdoors,Smartwatch,BrightMax,Credit Card,Shipped,42,20963.09,29.09,84.2
3096,2024,OH,Toys & Games,Electric Kettle,UrbanStyle,Cash on Delivery,Pending,54,13061.58,18.88,97.55
3097,2021,NC,Electronics,Mechanical Keyboard,BrightMax,Cash on Delivery,Delivered,44,9299.87,13.2,93.3
3098,2022,CO,Toys & Games,Memory Card 128GB,CoreTech,Credit Card,Delivered,46,10170.09,25.03,85.03
3099,2022,NC,Electronics,Electric Kettle,Fizzle,Debit Card,Delivered,43,18242.15,30.07,169.06
3100,2020,IL,Clothing,Memory Card 128GB,NextPro,Credit Card,Delivered,45,10246.82,26.61,86.34
3101,2020,NC,Electronics,Kids Toy Car,UrbanStyle,Amazon Pay,Delivered,64,18545.12,12.73,178.98
3102,2023,OH,Books,Dress Shirt,CoreTech,Amazon Pay,Shipped,53,11470.96,18.11,135.13
3103,2023,IL,Sports & Outdoors,Gaming Mouse,HomeEase,Cash on Delivery,Delivered,39,18075.77,26.01,88.05
3104,2024,WA,Home & Kitchen,Smartwatch,CoreTech,Cash on Delivery,Delivered,42,15519.94,24.57,89.09
3105,2023,IN,Home & Kitchen,Smartwatch,ReadMore,UPI,Delivered,64,11983.82,19.81,176.64
3106,2024,WA,Electronics,Jeans,HomeEase,Cash on Delivery,Delivered,54,10852.04,14.52,151.86
3107,2020,OH,Clothing,LED Desk Lamp,CoreTech,Credit Card,Delivered,64,9673.3,26.76,186.01
3108,2023,NC,Toys & Games,Jeans,NextPro,Cash on Delivery,Delivered,30,18098.96,17.77,137.61
3109,2024,TX,Books,Electric Kettle,BrightMax,Credit Card,Returned,37,14527.27,9.76,109.63
3110,2022,TX,Books,Electric Kettle,NextPro,Cash on Delivery,Delivered,30,17489.66,9.81,81.17
3111,2020,TX,Electronics,Dress Shirt,Zenith,Amazon Pay,Delivered,31,21148.03,15.41,165.64
3112,2024,WA,Home & Kitchen,Water Bottle,UrbanStyle,Amazon Pay,Delivered,38,16001.35,11.57,143.14
3113,2022,OH,Clothing,Kids Toy Car,Fizzle,Amazon Pay,Delivered,45,17629.14,32.31,138.99
3114,2021,CO,Sports & Outdoors,Gaming Mouse,ReadMore,Debit Card,Delivered,53,21115.1,12.95,132.32
3115,2021,CO,Toys & Games,Dress Shirt,Fizzle,Debit Card,Delivered,59,9096.96,31.63,118.91
3116,2024,IL,Sports & Outdoors,Gaming Mouse,Zenith,Amazon Pay,Shipped,53,14826.03,17.32,106.44
3117,2021,WA,Books,Gaming Mouse,CoreTech,Credit Card,Returned,58,9547.27,12.34,137.27
3118,2024,IN,Home & Kitchen,Gaming Mouse,Fizzle,Cash on Delivery,Delivered,53,10661.14,27.67,179.53
3119,2021,CO,Sports & Outdoors,Electric Kettle,KiddoFun,Net Banking,Delivered,64,21173.15,16.79,104.85
3120,2023,WA,Sports & Outdoors,Water Bottle,BrightMax,Amazon Pay,Delivered,52,19756.18,30.94,122.81
3121,2024,IN,Home & Kitchen,Dress Shirt,UrbanStyle,Amazon Pay,Delivered,53,14979.7,26.73,86.07
3122,2021,TX,Toys & Games,Kids Toy Car,ReadMore,UPI,Delivered,58,14093.31,25.48,149.29
3123,2023,TX,Home & Kitchen,Mechanical Keyboard,ReadMore,UPI,Cancelled,66,21072.32,15.53,149.56
3124,2020,TX,Sports & Outdoors,LED Desk Lamp,KiddoFun,Amazon Pay,Shipped,46,11593.77,19.86,168.75
3125,2023,TX,Books,Kids Toy Car,Apex,Net Banking,Delivered,57,12227.44,24.49,127.92
3126,2023,IL,Toys & Games,Electric Kettle,NextPro,Credit Card,Delivered,52,8760.87,33.01,150.89
3127,2021,OH,Electronics,Dress Shirt,KiddoFun,Amazon Pay,Shipped,57,18935.75,12.71,116.19
3128,2021,PA,Clothing,Electric Kettle,Apex,Net Banking,Pending,66,20104.37,33.98,197.8
3129,2023,IL,Books,Smartwatch,NextPro,Credit Card,Delivered,48,10646.48,20.7,175.9
3130,2020,IN,Home & Kitchen,Jeans,BrightMax,Amazon Pay,Delivered,54,11194.24,20.42,91.42
3131,2021,OH,Books,Jeans,Fizzle,Net Banking,Shipped,58,15604.9,16.0,168.12
3132,2022,PA,Books,Water Bottle,UrbanStyle,Credit Card,Delivered,30,15330.49,18.56,163.49
3133,2023,IN,Home & Kitchen,Electric Kettle,ReadMore,Credit Card,Delivered,48,19934.61,26.63,153.9
3134,2021,WA,Electronics,Mechanical Keyboard,NextPro,UPI,Delivered,61,12108.18,12.05,93.62
3135,2022,IN,Home & Kitchen,Mechanical Keyboard,Zenith,Cash on Delivery,Delivered,53,21526.94,15.28,99.67
3136,2020,CO,Toys & Games,Gaming Mouse,ReadMore,UPI,Delivered,53,13194.14,33.89,160.41
3137,2021,CA,Toys & Games,Dress Shirt,CoreTech,Net Banking,Delivered,44,8779.85,29.87,179.67
3138,2024,IN,Clothing,LED Desk Lamp,CoreTech,Credit Card,Shipped,56,12999.56,12.36,118.52
3139,2024,CO,Clothing,Dress Shirt,BrightMax,Debit Card,Delivered,70,19363.56,20.69,151.32
3140,2023,CA,Sports & Outdoors,Water Bottle,BrightMax,Debit Card,Delivered,40,15219.08,15.7,136.7
3141,2024,CO,Toys & Games,Jeans,BrightMax,Cash on Delivery,Delivered,60,19406.4,12.77,169.28
3142,2022,PA,Home & Kitchen,Jeans,CoreTech,Amazon Pay,Delivered,59,17521.4,21.37,198.78
3143,2020,CO,Sports & Outdoors,Dress Shirt,ReadMore,Net Banking,Delivered,46,12877.23,14.53,194.34
3144,2024,IN,Sports & Outdoors,Gaming Mouse,BrightMax,Debit Card,Delivered,45,20061.22,32.65,111.15
3145,2020,TX,Sports & Outdoors,Mechanical Keyboard,Apex,Debit Card,Delivered,63,18367.02,33.44,114.95
3146,2023,TX,Sports & Outdoors,Dress Shirt,KiddoFun,Cash on Delivery,Delivered,43,20708.27,23.87,128.84
3147,2024,WA,Electronics,Kids Toy Car,Zenith,Cash on Delivery,Delivered,59,13485.01,25.87,177.96
3148,2023,TX,Sports & Outdoors,Memory Card 128GB,Fizzle,Amazon Pay,Delivered,60,16103.08,9.98,162.15
3149,2023,OH,Home & Kitchen,Mechanical Keyboard,Apex,Credit Card,Delivered,30,17425.8,23.68,83.37
3150,2020,IN,Sports & Outdoors,Water Bottle,UrbanStyle,Cash on Delivery,Delivered,31,10705.95,14.32,153.84
3151,2021,IN,Books,Water Bottle,HomeEase,Amazon Pay,Cancelled,52,15093.02,24.13,121.43
3152,2020,IL,Electronics,LED Desk Lamp,HomeEase,Credit Card,Shipped,52,10931.32,27.69,179.0
3153,2020,CO,Home & Kitchen,Electric Kettle,HomeEase,Debit Card,Delivered,49,20354.98,23.86,177.51
3154,2022,WA,Sports & Outdoors,Dress Shirt,Zenith,Debit Card,Delivered,63,9665.34,10.38,140.35
3155,2023,NC,Electronics,Gaming Mouse,CoreTech,Debit Card,Delivered,48,10626.87,12.29,120.91
3156,2023,CO,Electronics,Mechanical Keyboard,NextPro,Amazon Pay,Delivered,31,18630.23,34.16,98.01
3157,2020,IL,Electronics,Smartwatch,HomeEase,UPI,Delivered,54,13451.71,29.48,187.4
3158,2022,CO,Toys & Games,Smartwatch,Apex,Amazon Pay,Delivered,42,8989.26,28.09,126.52
3159,2023,IL,Electronics,Kids Toy Car,HomeEase,UPI,Delivered,45,11069.23,9.26,167.26
3160,2022,CA,Clothing,Smartwatch,Fizzle,Net Banking,Delivered,58,20836.39,15.94,82.53
3161,2021,OH,Clothing,Water Bottle,KiddoFun,Debit Card,Pending,41,16966.6,28.56,169.17
3162,2023,PA,Books,Electric Kettle,Apex,Amazon Pay,Delivered,43,16177.37,33.43,133.83
3163,2024,PA,Toys & Games,Jeans,BrightMax,UPI,Delivered,43,15498.6,26.11,104.78
3164,2022,NC,Books,Water Bottle,Apex,Net Banking,Shipped,64,18747.71,30.21,97.95
3165,2023,CO,Electronics,Kids Toy Car,CoreTech,Debit Card,Delivered,30,16334.12,28.46,87.54
3166,2020,IL,Books,Memory Card 128GB,CoreTech,UPI,Delivered,54,20550.18,10.9,159.69
3167,2020,IL,Toys & Games,Gaming Mouse,KiddoFun,Net Banking,Shipped,43,13431.64,9.42,138.08
3168,2024,CA,Sports & Outdoors,Mechanical Keyboard,Apex,Credit Card,Delivered,43,11430.67,26.93,199.59
3169,2022,WA,Toys & Games,Kids Toy Car,CoreTech,Debit Card,Delivered,58,16146.37,12.32,169.91
3170,2022,NC,Home & Kitchen,Memory Card 128GB,HomeEase,Debit Card,Pending,51,11757.78,23.75,113.76
3171,2020,CO,Toys & Games,Water Bottle,CoreTech,Net Banking,Shipped,50,13553.86,31.45,178.32
3172,2024,TX,Sports & Outdoors,Jeans,ReadMore,Net Banking,Cancelled,64,20894.04,25.45,107.19
3173,2021,NC,Electronics,Dress Shirt,KiddoFun,Amazon Pay,Shipped,51,13454.51,18.7,96.97
3174,2022,IL,Books,Jeans,BrightMax,Credit Card,Delivered,38,16104.57,22.97,144.88
3175,2021,WA,Toys & Games,Water Bottle,KiddoFun,Credit Card,Delivered,42,16670.13,22.67,128.89
3176,2022,TX,Electronics,Mechanical Keyboard,CoreTech,Amazon Pay,Shipped,66,13781.92,16.71,104.4
3177,2020,WA,Sports & Outdoors,Dress Shirt,KiddoFun,Credit Card,Pending,49,19133.85,25.25,185.65
3178,2024,NC,Toys & Games,Dress Shirt,Apex,Credit Card,Delivered,61,20165.58,26.42,82.0
3179,2020,TX,Books,Water Bottle,ReadMore,Credit Card,Delivered,64,21580.8,20.98,94.6
3180,2020,TX,Books,Dress Shirt,Zenith,Cash on Delivery,Delivered,69,17903.95,33.25,85.58
3181,2021,IN,Sports & Outdoors,Memory Card 128GB,ReadMore,Amazon Pay,Cancelled,62,11111.08,18.81,142.32
3182,2022,TX,Clothing,Water Bottle,ReadMore,Cash on Delivery,Shipped,30,19428.56,25.11,91.52
3183,2022,NC,Sports & Outdoors,Water Bottle,BrightMax,UPI,Delivered,41,13205.45,14.05,80.9
3184,2023,CO,Clothing,Smartwatch,Zenith,Credit Card,Delivered,65,12932.9,9.7,174.22
3185,2021,IL,Books,Jeans,Zenith,Credit Card,Delivered,47,19302.31,25.87,104.32
3186,2022,PA,Sports & Outdoors,Mechanical Keyboard,BrightMax,Net Banking,Delivered,45,20518.77,19.49,150.57
3187,2024,NC,Toys & Games,LED Desk Lamp,BrightMax,UPI,Delivered,50,18710.89,9.74,90.23
3188,2020,TX,Toys & Games,Mechanical Keyboard,Fizzle,Amazon Pay,Delivered,39,18999.38,27.72,112.24
3189,2022,CA,Books,Mechanical Keyboard,CoreTech,Net Banking,Delivered,41,11457.1,23.19,106.12
3190,2023,OH,Books,Dress Shirt,NextPro,Amazon Pay,Shipped,49,9897.35,13.88,148.96
3191,2024,TX,Toys & Games,Kids Toy Car,KiddoFun,UPI,Shipped,36,19538.03,27.51,101.71
3192,2023,PA,Sports & Outdoors,Electric Kettle,NextPro,Credit Card,Delivered,62,21078.42,27.4,116.08
3193,2022,PA,Electronics,Kids Toy Car,Fizzle,Net Banking,Delivered,41,16714.99,14.48,106.56
3194,2022,NC,Sports & Outdoors,Smartwatch,UrbanStyle,Amazon Pay,Shipped,42,15732.35,32.37,167.99
3195,2020,TX,Home & Kitchen,Electric Kettle,NextPro,Net Banking,Delivered,47,11066.62,32.11,132.13
3196,2021,IL,Sports & Outdoors,LED Desk Lamp,Fizzle,Credit Card,Delivered,66,20748.54,9.19,101.08
3197,2020,NC,Clothing,Mechanical Keyboard,HomeEase,Amazon Pay,Delivered,56,16227.08,32.33,109.44
3198,2023,CA,Clothing,Jeans,KiddoFun,Debit Card,Shipped,64,17749.03,29.83,145.78
3199,2023,IL,Toys & Games,Memory Card 128GB,NextPro,Amazon Pay,Delivered,55,9203.89,25.93,97.39
3200,2020,NC,Toys & Games,Mechanical Keyboard,CoreTech,Debit Card,Shipped,51,18449.09,17.21,158.16
3201,2022,OH,Electronics,Smartwatch,KiddoFun,Debit Card,Cancelled,32,11905.58,26.78,150.83
3202,2023,NC,Books,LED Desk Lamp,UrbanStyle,Debit Card,Shipped,46,19546.0,19.12,178.24
3203,2022,WA,Home & Kitchen,Jeans,KiddoFun,UPI,Delivered,56,11257.99,25.77,128.4
3204,2024,NC,Clothing,LED Desk Lamp,NextPro,Amazon Pay,Delivered,65,15664.86,13.17,153.75
3205,2023,PA,Clothing,Mechanical Keyboard,Fizzle,Amazon Pay,Delivered,42,12275.2,23.48,189.43
3206,2024,NC,Home & Kitchen,Water Bottle,HomeEase,Cash on Delivery,Cancelled,69,12363.08,16.54,93.15
3207,2022,TX,Electronics,Memory Card 128GB,UrbanStyle,Debit Card,Delivered,68,12885.07,27.77,149.9
